entity_id,dailyEnergyConsumed,observedAt,unit
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,5.4794625,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,5.4794625,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.027166667,2024-01-17T17:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,8.050666667,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,8.050666667,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-01-17T17:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.096,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.096,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.2766,2024-01-17T17:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,2.662809249,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,2.662809249,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0,2024-01-17T17:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.158918919,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.158918919,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.631149254,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,2.046,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,2.046,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,2.991,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.177543103,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.177543103,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,5.4794625,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.554538462,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.554538462,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,8.050666667,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.693263158,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.693263158,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.096,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.0985,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.0985,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,2.662809249,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.643846715,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.643846715,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.158918919,2024-01-18T05:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.073,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,2.046,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,3.1845,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,3.1845,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.177543103,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.520425,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.520425,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.554538462,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.661333333,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.661333333,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.693263158,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.716777778,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.716777778,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.643846715,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.172727941,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.073,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,3.1845,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.0045,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.0045,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.520425,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.048290598,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.661333333,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.143954545,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.143954545,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.716777778,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.0265,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.0265,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.172727941,2024-01-19T04:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.214589552,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.214589552,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.073,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.0045,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.001,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.001,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.048290598,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.328547009,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.328547009,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.143954545,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.052086957,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.052086957,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.0265,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.008,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.008,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.0985,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.06,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.06,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.214589552,2024-01-19T15:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.069303704,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.069303704,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.073,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.001,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,3.18525,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,3.18525,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.328547009,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.080391667,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.080391667,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.052086957,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.65344,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.65344,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.730222222,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.730222222,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.008,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.06,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.083,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.083,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.069303704,2024-01-20T02:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.292807407,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.292807407,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.073,2024-01-18T16:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,3.18525,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.0115,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.0115,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.080391667,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.384530973,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.65344,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.065464286,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.065464286,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.730222222,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.010117647,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.010117647,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.083,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.06775,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.06775,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.292807407,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.088330882,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.088330882,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.0115,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.07025,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.07025,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.384530973,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.887428571,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.887428571,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.065464286,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.142363636,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.142363636,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.010117647,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.023,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.023,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.088330882,2024-01-21T01:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.215102941,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.215102941,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.07025,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7.173133333,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7.173133333,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,0.887428571,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.959164286,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.959164286,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,0.142363636,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,4.096528302,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,0.023,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,6.483151515,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,6.483151515,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.031,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,0.215102941,2024-01-21T13:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.511394737,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.511394737,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0,2024-01-20T14:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0.6274375,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0.6274375,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7.173133333,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.406351351,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.406351351,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.959164286,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,2.396524138,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,2.396524138,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,4.096528302,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,4.334672727,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,4.334672727,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,6.483151515,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,5.0928,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,5.0928,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.031,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.2015,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.2015,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.511394737,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.979806667,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.979806667,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0.6274375,2024-01-22T00:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.5305,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.5305,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.406351351,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.895774194,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.895774194,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,2.396524138,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,2.065521429,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,2.065521429,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,4.334672727,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,4.496604167,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,5.0928,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,6.827225806,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.004,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.979806667,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.597443038,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.597443038,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.5305,2024-01-22T11:48:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0.474933333,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0.474933333,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.895774194,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,8.071534884,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,8.071534884,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,2.065521429,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,3.054466667,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,3.054466667,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,4.496604167,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,5.78705,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,5.78705,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,6.827225806,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,9.362444444,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,9.362444444,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.004,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.129,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.129,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.597443038,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,2.4688125,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,2.4688125,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0.474933333,2024-01-22T23:12:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.451238095,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.451238095,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,8.071534884,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,10.206533333,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,10.206533333,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,3.054466667,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.872188976,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.872188976,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,5.78705,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,4.341333333,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,4.341333333,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,9.362444444,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,6.354083333,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,6.354083333,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.012666667,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,2.4688125,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.333890411,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Printer,1.333890411,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1.451238095,2024-01-23T10:36:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0.3921,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0.3921,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,10.206533333,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.783530612,2024-01-24T09:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.783530612,2024-01-24T09:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,1.872188976,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,2.813852349,2024-01-24T09:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,2.813852349,2024-01-24T09:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,4.341333333,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,5.306612903,2024-01-24T09:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,5.306612903,2024-01-24T09:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,6.354083333,2024-01-23T22:00:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,7.835341463,2024-01-24T09:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,7.835341463,2024-01-24T09:24:00.000Z,KWH
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0.012666667,2024-01-23T22:00:00.000Z,KWH
