entity_id,apparentPower,observedAt,unit
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.285714286,2024-01-26T18:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.242424242,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-01-26T07:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-01-26T07:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,924,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.333333333,2024-01-26T18:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.333333333,2024-01-26T18:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.631578947,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,2.888888889,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.690909091,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.690909091,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.767241379,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,68.774193548,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,68.774193548,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,62.775280899,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,32.472222222,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,32.472222222,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,23.719626168,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.242424242,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.242424242,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.261538462,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,924,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.631578947,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.631578947,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.943820225,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,3.9375,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.767241379,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.767241379,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,34.973684211,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,62.775280899,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,62.775280899,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,72.148648649,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,23.719626168,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,23.719626168,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,29.222222222,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.261538462,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.261538462,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.264705882,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,924,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,924,2024-01-27T05:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,923,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.943820225,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.943820225,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.260416667,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,3.9375,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,3.9375,2024-01-27T17:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,257.533333333,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,34.973684211,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7.222222222,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,72.148648649,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,72.148648649,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,54.902173913,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,29.222222222,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,29.222222222,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,26.009345794,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.264705882,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.264705882,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.266666667,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,923,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,923,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.260416667,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.260416667,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,32.642857143,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,257.533333333,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,257.533333333,2024-01-28T04:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,2.666666667,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7.222222222,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7.222222222,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,89.980392157,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,54.902173913,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,54.902173913,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,79.387096774,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,26.009345794,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,26.009345794,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,44.675213675,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.266666667,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.266666667,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,17.80952381,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,960.25,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,32.642857143,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,32.642857143,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,67.154639175,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,2.666666667,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,2.666666667,2024-01-28T16:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,666.608695652,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,89.980392157,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7.122641509,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,79.387096774,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,79.387096774,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,81.131578947,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,44.675213675,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,44.675213675,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,30.131578947,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,17.80952381,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,17.80952381,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.318181818,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,960.25,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,67.154639175,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,67.154639175,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,33.561797753,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,666.608695652,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,666.608695652,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,202.263157895,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7.122641509,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7.122641509,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,8.090909091,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,81.131578947,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,81.131578947,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,63.756097561,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,30.131578947,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,30.131578947,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,33.055555556,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.318181818,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.318181818,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.35,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,960.25,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,33.561797753,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,33.561797753,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,32.744186047,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,202.263157895,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,202.263157895,2024-01-29T14:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,641,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,8.090909091,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,8.090909091,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,63.756097561,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,63.756097561,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.869565217,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,33.055555556,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,33.055555556,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,76.066666667,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.35,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.35,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,22.034482759,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,960.25,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,960.25,2024-01-29T03:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,32.744186047,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,32.744186047,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,35.304347826,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,641,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,641,2024-01-30T02:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,516.6,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,7,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.581081081,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.869565217,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.869565217,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,75.730337079,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,76.066666667,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,76.066666667,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,39.628318584,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,22.034482759,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,22.034482759,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,25.626865672,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,35.304347826,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,35.304347826,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,36.853333333,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,516.6,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,516.6,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,771.15,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.581081081,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.581081081,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,5.267857143,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,75.730337079,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.093023256,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,39.628318584,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,39.628318584,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,42.276785714,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,25.626865672,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.220338983,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,36.853333333,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,36.853333333,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,43.817204301,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,771.15,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,771.15,2024-01-31T12:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,831.285714286,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,5.267857143,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,5.267857143,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,5.246153846,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.093023256,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.093023256,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,86.0125,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,42.276785714,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,42.276785714,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,38.831858407,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.220338983,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.220338983,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.020833333,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-01-31T01:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,43.817204301,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,43.817204301,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,51.755555556,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,831.285714286,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,831.285714286,2024-01-31T23:48:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,542.285714286,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,5.246153846,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,5.246153846,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.092105263,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,86.0125,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,86.0125,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,70,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,38.831858407,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,38.831858407,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,23.581818182,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.020833333,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.020833333,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,14.835820896,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,51.755555556,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,51.755555556,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.911111111,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,542.285714286,2024-02-01T11:12:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,3,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,6.092105263,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,3.571428571,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,70,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,70,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.666666667,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,23.581818182,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,23.581818182,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,28.583333333,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,14.835820896,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,14.835820896,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.152542373,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.911111111,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,34.911111111,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,33.858823529,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,3,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,3,2024-02-01T22:36:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,2.4,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,3.571428571,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,3.571428571,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,4.981132075,2024-02-02T21:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.666666667,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.666666667,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,74.488095238,2024-02-02T21:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.152542373,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.152542373,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.14,2024-02-02T21:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,33.858823529,2024-02-02T10:00:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Lab:Printer,35.058139535,2024-02-02T21:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,2.888888889,2024-02-02T21:24:00.000Z,VA
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,4.981132075,2024-02-02T21:24:00.000Z,VA
