entity_id,activePower,observedAt,unit
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1787,2024-02-20T22:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,117.46875,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,117.46875,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,117.46875,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,73.43373494,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,73.43373494,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,73.43373494,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,54.892857143,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,54.892857143,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,54.892857143,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,14.413793103,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,14.413793103,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,0,2024-02-20T11:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,30,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,30,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,30,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1493.916666667,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1493.916666667,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1493.916666667,2024-02-21T10:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,81.944444444,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,81.944444444,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,81.944444444,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,53.481481481,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,53.481481481,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,53.481481481,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,29.953488372,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,29.953488372,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,29,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,29,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,29,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,19.270588235,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,19.270588235,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1843,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1843,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1843,2024-02-21T21:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,94.181818182,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,94.181818182,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,94.181818182,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,65.380952381,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,65.380952381,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,65.380952381,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,50.949152542,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,50.949152542,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.444444444,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.444444444,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.444444444,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,289,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,289,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,289,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,58.193181818,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,58.193181818,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,58.193181818,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,972.909090909,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,972.909090909,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,972.909090909,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,55.551282051,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,55.551282051,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,55.551282051,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,33.083333333,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,33.083333333,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,33.083333333,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,289,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,13.04494382,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,13.04494382,2024-02-22T20:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,972.909090909,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,972.909090909,2024-02-22T08:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.444444444,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.444444444,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.444444444,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,64.426829268,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,64.426829268,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,64.426829268,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,28.566666667,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,28.566666667,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,28.566666667,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.523809524,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.523809524,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,26.144444444,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,26.144444444,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,26.144444444,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1808,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1808,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1808,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,53.65625,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,53.65625,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,39.407407407,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,39.407407407,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,39.407407407,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,13.162162162,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,13.162162162,2024-02-23T19:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1808,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1808,2024-02-23T07:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,54.64,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,54.64,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,39.675675676,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,39.675675676,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,39.675675676,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.52,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.52,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,563.333333333,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,563.333333333,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,563.333333333,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,28.586956522,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,28.586956522,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,28.586956522,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1466.6,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1466.6,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1466.6,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.305882353,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.305882353,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,66.305882353,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,34.735294118,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,34.735294118,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.473684211,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.473684211,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.473684211,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,563.333333333,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,12.988095238,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,12.988095238,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,12.988095238,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,20.5,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,20.5,2024-02-24T17:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.473684211,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.473684211,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.473684211,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,55.205479452,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,55.205479452,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,55.205479452,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,28.777777778,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,28.777777778,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,28.777777778,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,563.333333333,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,53.9,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,53.9,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,53.9,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1410.5,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1410.5,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1410.5,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,0.5,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,64.842105263,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,64.842105263,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,64.842105263,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,24.2,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,24.2,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,24.2,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.476190476,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.476190476,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.476190476,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,563.333333333,2024-02-24T06:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,12.960526316,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,12.960526316,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,12.960526316,2024-02-25T16:36:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1410.5,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1410.5,2024-02-25T05:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,177.657894737,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,177.657894737,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,177.657894737,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,65.573170732,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,65.573170732,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,65.573170732,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,64.036363636,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,64.036363636,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,64.036363636,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.235294118,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.235294118,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,13.235294118,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,690.2,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,690.2,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,49.247524752,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,49.247524752,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,49.247524752,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1436.9,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1436.9,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,1436.9,2024-02-26T04:00:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,163.090909091,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,163.090909091,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,59.695652174,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,59.695652174,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,59.695652174,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,50.625,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,50.625,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,1.5,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,22.680851064,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,22.680851064,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,22.680851064,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,0,2024-02-26T15:24:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,166.818181818,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,166.818181818,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,166.818181818,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,63.577777778,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,63.577777778,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,63.577777778,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,61.22,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,61.22,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,61.22,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,25.653846154,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,25.653846154,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,25.653846154,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,842.75,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,842.75,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Desktop,842.75,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,56.276595745,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,56.276595745,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Lab:Printer,56.276595745,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,858.142857143,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,858.142857143,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Mailroom:WaterDispenser,858.142857143,2024-02-27T02:48:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,207.5,2024-02-27T14:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,207.5,2024-02-27T14:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:CoffeeMachine,207.5,2024-02-27T14:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,55.539473684,2024-02-27T14:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,55.539473684,2024-02-27T14:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Fridge,55.539473684,2024-02-27T14:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,40.609756098,2024-02-27T14:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Kettle,40.609756098,2024-02-27T14:12:00.000Z,WTT
urn:ngsi-ld:EnergyDevice:Kitchen:Microwave,15.043478261,2024-02-27T14:12:00.000Z,WTT
