"time","°C.mean_value"
"2024-02-03T20:12:00.000+04:00","22.549999999999997"
"2024-02-04T07:36:00.000+04:00","22.552941176470586"
"2024-02-04T19:00:00.000+04:00","22.033333333333335"
"2024-02-05T06:24:00.000+04:00","22.11818181818182"
"2024-02-05T17:48:00.000+04:00","22.04827586206897"
"2024-02-06T05:12:00.000+04:00","22.144000000000002"
"2024-02-06T16:36:00.000+04:00","22.050000000000008"
"2024-02-07T04:00:00.000+04:00","22.145000000000003"
"2024-02-07T15:24:00.000+04:00","22.07083333333334"
"2024-02-08T02:48:00.000+04:00","22.219999999999995"
"2024-02-08T14:12:00.000+04:00","22.10357142857143"
"2024-02-09T01:36:00.000+04:00","21.966666666666665"
"2024-02-09T13:00:00.000+04:00","22.060000000000002"
"2024-02-10T00:24:00.000+04:00","22.123529411764704"
"2024-02-10T11:48:00.000+04:00","22.153571428571436"
"2024-02-10T23:12:00.000+04:00","22.2"
"2024-02-11T10:36:00.000+04:00","22.3125"
"2024-02-11T22:00:00.000+04:00","22.38095238095238"
"2024-02-12T09:24:00.000+04:00","22.63"
"2024-02-12T20:48:00.000+04:00","22.62777777777778"
"2024-02-13T08:12:00.000+04:00","23.073684210526316"
"2024-02-13T19:36:00.000+04:00","23.045454545454543"
"2024-02-14T07:00:00.000+04:00","23.035714285714285"
"2024-02-14T18:24:00.000+04:00","22.623076923076926"
"2024-02-15T05:48:00.000+04:00","22.678947368421053"
"2024-02-15T17:12:00.000+04:00","22.463333333333324"
"2024-02-16T04:36:00.000+04:00","22.404545454545453"
"2024-02-16T16:00:00.000+04:00","22.53888888888889"
"2024-02-17T03:24:00.000+04:00","22.75"
"2024-02-17T14:48:00.000+04:00","22.92222222222222"
"2024-02-18T02:12:00.000+04:00","22.779999999999994"
"2024-02-18T13:36:00.000+04:00","22.36551724137931"
"2024-02-19T01:00:00.000+04:00","22.264285714285712"
"2024-02-19T12:24:00.000+04:00","22.205882352941178"
"2024-02-19T23:48:00.000+04:00","22.21111111111111"
"2024-02-20T11:12:00.000+04:00","21.89375"
"2024-02-20T22:36:00.000+04:00","21.827777777777776"
"2024-02-21T10:00:00.000+04:00","21.875"
"2024-02-21T21:24:00.000+04:00","21.785714285714285"
"2024-02-22T08:48:00.000+04:00","22.045000000000005"
"2024-02-22T20:12:00.000+04:00","22.211111111111116"
"2024-02-23T07:36:00.000+04:00","22.412499999999998"
"2024-02-23T19:00:00.000+04:00","22.461904761904762"
"2024-02-24T06:24:00.000+04:00","22.57857142857143"
"2024-02-24T17:48:00.000+04:00","22.752173913043475"
"2024-02-25T05:12:00.000+04:00","22.918181818181818"
"2024-02-25T16:36:00.000+04:00","22.959090909090904"
"2024-02-26T04:00:00.000+04:00","22.72608695652174"
"2024-02-26T15:24:00.000+04:00","22.4"
"2024-02-27T02:48:00.000+04:00","22.376190476190477"
"2024-02-27T14:12:00.000+04:00","22.438095238095237"
"2024-02-28T01:36:00.000+04:00","22.2625"
"2024-02-28T13:00:00.000+04:00","22.28148148148148"
"2024-02-29T00:24:00.000+04:00","22.255"
"2024-02-29T11:48:00.000+04:00","22.450000000000003"
"2024-02-29T23:12:00.000+04:00","22.335999999999995"
"2024-03-01T10:36:00.000+04:00","22.270588235294117"
"2024-03-01T22:00:00.000+04:00","22.15"
"2024-03-02T09:24:00.000+04:00","22.183333333333334"
"2024-03-02T20:48:00.000+04:00","22.142857142857142"
"2024-03-03T08:12:00.000+04:00","22.219047619047622"
"2024-03-03T19:36:00.000+04:00","22.084"
"2024-03-04T07:00:00.000+04:00","22.29565217391304"
"2024-03-04T18:24:00.000+04:00","22.150000000000002"
"2024-03-05T05:48:00.000+04:00","22.193103448275867"
"2024-03-05T17:12:00.000+04:00","22.142105263157895"
"2024-03-06T04:36:00.000+04:00","22.360000000000003"
"2024-03-06T16:00:00.000+04:00","22.266666666666666"
"2024-03-07T03:24:00.000+04:00","22.16923076923077"
"2024-03-07T14:48:00.000+04:00","22.112000000000002"
"2024-03-08T02:12:00.000+04:00","22.345454545454547"
"2024-03-08T13:36:00.000+04:00","22.28333333333333"
"2024-03-09T01:00:00.000+04:00","22.347619047619048"
"2024-03-09T12:24:00.000+04:00","22.395238095238092"
"2024-03-09T23:48:00.000+04:00","22.46363636363636"
"2024-03-10T11:12:00.000+04:00","22.16470588235294"
"2024-03-10T22:36:00.000+04:00","22.03125"
"2024-03-11T10:00:00.000+04:00","21.984210526315785"
"2024-03-11T21:24:00.000+04:00","21.918181818181818"
"2024-03-12T08:48:00.000+04:00","21.815384615384623"
"2024-03-12T20:12:00.000+04:00","21.550000000000004"
"2024-03-13T07:36:00.000+04:00","21.537037037037035"
"2024-03-13T19:00:00.000+04:00","21.45555555555556"
"2024-03-14T06:24:00.000+04:00","21.313636363636366"
"2024-03-14T17:48:00.000+04:00","21.25294117647059"
"2024-03-15T05:12:00.000+04:00","21.55"
"2024-03-15T16:36:00.000+04:00","21.55384615384616"
"2024-03-16T04:00:00.000+04:00","21.71904761904762"
"2024-03-16T15:24:00.000+04:00","22.127777777777776"
"2024-03-17T02:48:00.000+04:00","22.087999999999997"
"2024-03-17T14:12:00.000+04:00","21.740000000000002"
"2024-03-18T01:36:00.000+04:00","21.727777777777778"
"2024-03-18T13:00:00.000+04:00","21.316666666666666"
"2024-03-19T00:24:00.000+04:00","21.48823529411765"
"2024-03-19T11:48:00.000+04:00","21.125000000000004"
"2024-03-19T23:12:00.000+04:00","21.304999999999996"
"2024-03-20T10:36:00.000+04:00","21.023809523809522"
"2024-03-20T22:00:00.000+04:00","21.099999999999998"
"2024-03-21T09:24:00.000+04:00","21.138095238095236"
"2024-03-21T20:48:00.000+04:00","21.349999999999998"
"2024-03-22T08:12:00.000+04:00","21.46875"
"2024-03-22T19:36:00.000+04:00","21.521052631578954"
"2024-03-23T07:00:00.000+04:00","21.83809523809524"
"2024-03-23T18:24:00.000+04:00","22.564"
"2024-03-24T05:48:00.000+04:00","22.875"
"2024-03-24T17:12:00.000+04:00","22.876470588235293"
"2024-03-25T04:36:00.000+04:00","22.37368421052632"
"2024-03-25T16:00:00.000+04:00","21.01904761904762"
"2024-03-26T03:24:00.000+04:00","20.757142857142853"
"2024-03-26T14:48:00.000+04:00","20.605882352941173"
"2024-03-27T02:12:00.000+04:00","20.626315789473683"
"2024-03-27T13:36:00.000+04:00","21.279999999999998"
"2024-03-28T01:00:00.000+04:00","21.657894736842106"
"2024-03-28T12:24:00.000+04:00","21.769565217391307"
"2024-03-28T23:48:00.000+04:00","21.776190476190475"
"2024-03-29T11:12:00.000+04:00","21.75333333333333"
"2024-03-29T22:36:00.000+04:00","21.77058823529412"
"2024-03-30T10:00:00.000+04:00","21.79629629629629"
"2024-03-30T21:24:00.000+04:00","21.854545454545455"
"2024-03-31T08:48:00.000+04:00","21.905"
"2024-03-31T20:12:00.000+04:00","22.33809523809524"
"2024-04-01T07:36:00.000+04:00","22.085"
"2024-04-01T19:00:00.000+04:00","21.8"
"2024-04-02T06:24:00.000+04:00","22.0047619047619"
"2024-04-02T17:48:00.000+04:00","21.9125"
"2024-04-03T05:12:00.000+04:00","22"
"2024-04-03T16:36:00.000+04:00","21.95238095238095"
"2024-04-04T04:00:00.000+04:00","22.109090909090913"
"2024-04-04T15:24:00.000+04:00","21.984615384615385"
"2024-04-05T02:48:00.000+04:00","22.030000000000005"
"2024-04-05T14:12:00.000+04:00","22.07826086956522"
"2024-04-06T01:36:00.000+04:00","22.10769230769231"
"2024-04-06T13:00:00.000+04:00","22.056521739130435"
"2024-04-07T00:24:00.000+04:00","22.095652173913045"
"2024-04-07T11:48:00.000+04:00","22.089473684210528"
"2024-04-07T23:12:00.000+04:00","22.063636363636363"
"2024-04-08T10:36:00.000+04:00","22.052000000000003"
"2024-04-08T22:00:00.000+04:00","22.080769230769235"
"2024-04-09T09:24:00.000+04:00","22.15"
"2024-04-09T20:48:00.000+04:00","22.152941176470588"
"2024-04-10T08:12:00.000+04:00","22.161538461538463"
"2024-04-10T19:36:00.000+04:00","22.145833333333332"
"2024-04-11T07:00:00.000+04:00","22.16111111111111"
"2024-04-11T18:24:00.000+04:00","22.163636363636364"
"2024-04-12T05:48:00.000+04:00","22.161904761904765"
"2024-04-12T17:12:00.000+04:00","22.150000000000002"
"2024-04-13T04:36:00.000+04:00","22.155555555555562"
"2024-04-13T16:00:00.000+04:00","22.12142857142857"
"2024-04-14T03:24:00.000+04:00","22.16538461538462"
"2024-04-14T14:48:00.000+04:00","22.130000000000003"
"2024-04-15T02:12:00.000+04:00","22.190909090909095"
"2024-04-15T13:36:00.000+04:00","21.984000000000005"
"2024-04-16T01:00:00.000+04:00","22.28235294117647"
"2024-04-16T12:24:00.000+04:00","22.66"
"2024-04-16T23:48:00.000+04:00","22.970588235294116"
"2024-04-17T11:12:00.000+04:00","23.27407407407407"
"2024-04-17T22:36:00.000+04:00","23.40952380952381"
"2024-04-18T10:00:00.000+04:00","23.310526315789474"
"2024-04-18T21:24:00.000+04:00","23.206666666666663"
"2024-04-19T08:48:00.000+04:00","22.983333333333334"
"2024-04-19T20:12:00.000+04:00","22.916666666666668"
"2024-04-20T07:36:00.000+04:00","22.861904761904764"
"2024-04-20T19:00:00.000+04:00","23"
"2024-04-21T06:24:00.000+04:00","23.1375"
"2024-04-21T17:48:00.000+04:00","23.022727272727266"
"2024-04-22T05:12:00.000+04:00","22.473076923076924"
"2024-04-22T16:36:00.000+04:00","21.757894736842104"
"2024-04-23T04:00:00.000+04:00","21.882758620689653"
"2024-04-23T15:24:00.000+04:00","21.734615384615378"
"2024-04-24T02:48:00.000+04:00","21.9125"
"2024-04-24T14:12:00.000+04:00","21.830769230769228"
"2024-04-25T01:36:00.000+04:00","21.907692307692308"
"2024-04-25T13:00:00.000+04:00","21.941176470588236"
"2024-04-26T00:24:00.000+04:00","21.745454545454546"
"2024-04-26T11:48:00.000+04:00","21.695"
"2024-04-26T23:12:00.000+04:00","21.688888888888886"
"2024-04-27T10:36:00.000+04:00","21.700000000000003"
"2024-04-27T22:00:00.000+04:00","21.573913043478264"
"2024-04-28T09:24:00.000+04:00","21.62857142857143"
"2024-04-28T20:48:00.000+04:00","21.415"
"2024-04-29T08:12:00.000+04:00","21.708333333333332"
"2024-04-29T19:36:00.000+04:00","21.574074074074083"
"2024-04-30T07:00:00.000+04:00","21.60357142857143"
"2024-04-30T18:24:00.000+04:00","20.795454545454543"
"2024-05-01T05:48:00.000+04:00","20.974999999999998"
"2024-05-01T17:12:00.000+04:00","20.541666666666664"
"2024-05-02T04:36:00.000+04:00","20.945"
"2024-05-02T16:00:00.000+04:00","21.895652173913046"
"2024-05-03T03:24:00.000+04:00","22.65714285714286"
"2024-05-03T14:48:00.000+04:00","23.177272727272726"
"2024-05-04T02:12:00.000+04:00","23.36666666666666"
"2024-05-04T13:36:00.000+04:00","23.286363636363635"
"2024-05-05T01:00:00.000+04:00","23.199999999999996"
"2024-05-05T12:24:00.000+04:00","22.045454545454543"
"2024-05-05T23:48:00.000+04:00","21.343478260869567"
"2024-05-06T11:12:00.000+04:00","21.331818181818186"
"2024-05-06T22:36:00.000+04:00","21.009999999999998"
"2024-05-07T10:00:00.000+04:00","21.144444444444442"
"2024-05-07T21:24:00.000+04:00","21.295"
"2024-05-08T08:48:00.000+04:00","21.453846153846158"
"2024-05-08T20:12:00.000+04:00","20.957692307692312"
"2024-05-09T07:36:00.000+04:00","21.18620689655172"
"2024-05-09T19:00:00.000+04:00","21.09473684210526"
"2024-05-10T06:24:00.000+04:00","21.35"
"2024-05-10T17:48:00.000+04:00","21.495238095238097"
"2024-05-11T05:12:00.000+04:00","21.463157894736838"
"2024-05-11T16:36:00.000+04:00","21.204"
"2024-05-12T04:00:00.000+04:00","21.27826086956522"
"2024-05-12T15:24:00.000+04:00","20.938888888888886"
"2024-05-13T02:48:00.000+04:00","21.427272727272733"
"2024-05-13T14:12:00.000+04:00","21.292857142857148"
"2024-05-14T01:36:00.000+04:00","21.452"
"2024-05-14T13:00:00.000+04:00","20.766666666666666"
"2024-05-15T00:24:00.000+04:00","20.595454545454547"
"2024-05-15T11:48:00.000+04:00","20.38"
"2024-05-15T23:12:00.000+04:00","20.386666666666663"
"2024-05-16T10:36:00.000+04:00","20.414285714285718"
"2024-05-16T22:00:00.000+04:00","20.36923076923077"
"2024-05-17T09:24:00.000+04:00","20.208"
"2024-05-17T20:48:00.000+04:00","20.204761904761902"
"2024-05-18T08:12:00.000+04:00","20.141666666666666"
"2024-05-18T19:36:00.000+04:00","20.181818181818176"
"2024-05-19T07:00:00.000+04:00","20.26086956521739"
"2024-05-19T18:24:00.000+04:00","20.056000000000004"
"2024-05-20T05:48:00.000+04:00","20.64230769230769"
"2024-05-20T17:12:00.000+04:00","20.351999999999997"
"2024-05-21T04:36:00.000+04:00","20.43846153846153"
"2024-05-21T16:00:00.000+04:00","20.34090909090909"
"2024-05-22T03:24:00.000+04:00","20.511111111111113"
"2024-05-22T14:48:00.000+04:00","20.34285714285714"
"2024-05-23T02:12:00.000+04:00","20.515789473684215"
"2024-05-23T13:36:00.000+04:00","20.854545454545452"
"2024-05-24T01:00:00.000+04:00","21.683333333333334"
"2024-05-24T12:24:00.000+04:00","21.60434782608696"
"2024-05-24T23:48:00.000+04:00","21.691304347826087"
"2024-05-25T11:12:00.000+04:00","21.662499999999998"
"2024-05-25T22:36:00.000+04:00","21.8"
"2024-05-26T10:00:00.000+04:00","21.762500000000003"
"2024-05-26T21:24:00.000+04:00","21.473913043478262"
"2024-05-27T08:48:00.000+04:00","21.831578947368424"
"2024-05-27T20:12:00.000+04:00","21.227272727272734"
"2024-05-28T07:36:00.000+04:00","21.356666666666662"
"2024-05-28T19:00:00.000+04:00","21.200000000000003"
"2024-05-29T06:24:00.000+04:00","21.288888888888888"
"2024-05-29T17:48:00.000+04:00","21.204761904761906"
"2024-05-30T05:12:00.000+04:00","21.350000000000005"
"2024-05-30T16:36:00.000+04:00","22.004166666666666"
"2024-05-31T04:00:00.000+04:00","22.527272727272727"
"2024-05-31T15:24:00.000+04:00","22.21"
"2024-06-01T02:48:00.000+04:00","22.19473684210526"
"2024-06-01T14:12:00.000+04:00","22.09"
"2024-06-02T01:36:00.000+04:00","22.01851851851852"
"2024-06-02T13:00:00.000+04:00","22"
"2024-06-03T00:24:00.000+04:00","21.830434782608698"
"2024-06-03T11:48:00.000+04:00","22.0125"
"2024-06-03T23:12:00.000+04:00","21.757142857142856"
"2024-06-04T10:36:00.000+04:00","21.693333333333335"
"2024-06-04T22:00:00.000+04:00","21.515"
"2024-06-05T09:24:00.000+04:00","21.647368421052636"
"2024-06-05T20:48:00.000+04:00","21.171428571428574"
"2024-06-06T08:12:00.000+04:00","21.34"
"2024-06-06T19:36:00.000+04:00","21.34090909090909"
"2024-06-07T07:00:00.000+04:00","21.40555555555556"
"2024-06-07T18:24:00.000+04:00","21.43846153846154"
"2024-06-08T05:48:00.000+04:00","21.51"
"2024-06-08T17:12:00.000+04:00","21.536842105263155"
"2024-06-09T04:36:00.000+04:00","21.485714285714288"
"2024-06-09T16:00:00.000+04:00","21.46470588235294"
"2024-06-10T03:24:00.000+04:00","21.513636363636365"
"2024-06-10T14:48:00.000+04:00","21.296"
"2024-06-11T02:12:00.000+04:00","20.60322580645161"
"2024-06-11T13:36:00.000+04:00","20.54166666666666"
"2024-06-12T01:00:00.000+04:00","20.703846153846158"
"2024-06-12T12:24:00.000+04:00","20.534374999999994"
"2024-06-12T23:48:00.000+04:00","20.73333333333333"
"2024-06-13T11:12:00.000+04:00","20.749999999999996"
"2024-06-13T22:36:00.000+04:00","20.08"
"2024-06-14T10:00:00.000+04:00","19.899999999999995"
"2024-06-14T21:24:00.000+04:00","19.988000000000003"
"2024-06-15T08:48:00.000+04:00","20.133333333333333"
"2024-06-15T20:12:00.000+04:00","20.042105263157893"
"2024-06-16T07:36:00.000+04:00","20.668181818181814"
"2024-06-16T19:00:00.000+04:00","21.170833333333334"
"2024-06-17T06:24:00.000+04:00","21.410000000000004"
"2024-06-17T17:48:00.000+04:00","21.647826086956524"
"2024-06-18T05:12:00.000+04:00","21.756249999999998"
"2024-06-18T16:36:00.000+04:00","21.957894736842103"
"2024-06-19T04:00:00.000+04:00","21.995238095238097"
"2024-06-19T15:24:00.000+04:00","22.365517241379308"
"2024-06-20T02:48:00.000+04:00","22.486363636363638"
"2024-06-20T14:12:00.000+04:00","22.7"
