"time","W.mean_value"
"2023-12-15T13:04:00.000+04:00",
"2023-12-15T18:08:00.000+04:00",
"2023-12-15T23:12:00.000+04:00",
"2023-12-16T04:16:00.000+04:00",
"2023-12-16T09:20:00.000+04:00",
"2023-12-16T14:24:00.000+04:00",
"2023-12-16T19:28:00.000+04:00",
"2023-12-17T00:32:00.000+04:00",
"2023-12-17T05:36:00.000+04:00",
"2023-12-17T10:40:00.000+04:00",
"2023-12-17T15:44:00.000+04:00",
"2023-12-17T20:48:00.000+04:00",
"2023-12-18T01:52:00.000+04:00",
"2023-12-18T06:56:00.000+04:00",
"2023-12-18T12:00:00.000+04:00",
"2023-12-18T17:04:00.000+04:00",
"2023-12-18T22:08:00.000+04:00",
"2023-12-19T03:12:00.000+04:00",
"2023-12-19T08:16:00.000+04:00",
"2023-12-19T13:20:00.000+04:00",
"2023-12-19T18:24:00.000+04:00",
"2023-12-19T23:28:00.000+04:00",
"2023-12-20T04:32:00.000+04:00",
"2023-12-20T09:36:00.000+04:00",
"2023-12-20T14:40:00.000+04:00",
"2023-12-20T19:44:00.000+04:00",
"2023-12-21T00:48:00.000+04:00",
"2023-12-21T05:52:00.000+04:00",
"2023-12-21T10:56:00.000+04:00",
"2023-12-21T16:00:00.000+04:00","0.3333333333333333"
"2023-12-21T21:04:00.000+04:00",
"2023-12-22T02:08:00.000+04:00",
"2023-12-22T07:12:00.000+04:00",
"2023-12-22T12:16:00.000+04:00","1.5"
"2023-12-22T17:20:00.000+04:00","1.5"
"2023-12-22T22:24:00.000+04:00",
"2023-12-23T03:28:00.000+04:00",
"2023-12-23T08:32:00.000+04:00","850.5"
"2023-12-23T13:36:00.000+04:00","0"
"2023-12-23T18:40:00.000+04:00",
"2023-12-23T23:44:00.000+04:00",
"2023-12-24T04:48:00.000+04:00",
"2023-12-24T09:52:00.000+04:00","1.5"
"2023-12-24T14:56:00.000+04:00","55.516129032258064"
"2023-12-24T20:00:00.000+04:00","54.16129032258065"
"2023-12-25T01:04:00.000+04:00","57.43589743589744"
"2023-12-25T06:08:00.000+04:00","78.2051282051282"
"2023-12-25T11:12:00.000+04:00","61.14705882352941"
"2023-12-25T16:16:00.000+04:00","48.833333333333336"
"2023-12-25T21:20:00.000+04:00","48.725"
"2023-12-26T02:24:00.000+04:00","54.45945945945946"
"2023-12-26T07:28:00.000+04:00","115.4"
"2023-12-26T12:32:00.000+04:00","97"
"2023-12-26T17:36:00.000+04:00","54.75757575757576"
"2023-12-26T22:40:00.000+04:00","53.53846153846154"
"2023-12-27T03:44:00.000+04:00","50.90909090909091"
"2023-12-27T08:48:00.000+04:00","56.39393939393939"
"2023-12-27T13:52:00.000+04:00","64.69767441860465"
"2023-12-27T18:56:00.000+04:00","54.75757575757576"
"2023-12-28T00:00:00.000+04:00","53.766666666666666"
"2023-12-28T05:04:00.000+04:00","47.06666666666667"
"2023-12-28T10:08:00.000+04:00","133.61904761904762"
"2023-12-28T15:12:00.000+04:00","55.24324324324324"
"2023-12-28T20:16:00.000+04:00","75.25"
"2023-12-29T01:20:00.000+04:00","52.371428571428574"
"2023-12-29T06:24:00.000+04:00","48.4"
"2023-12-29T11:28:00.000+04:00","54.74193548387097"
"2023-12-29T16:32:00.000+04:00","52.416666666666664"
"2023-12-29T21:36:00.000+04:00","55.857142857142854"
"2023-12-30T02:40:00.000+04:00","66.88235294117646"
"2023-12-30T07:44:00.000+04:00","54.75675675675676"
"2023-12-30T12:48:00.000+04:00","56.75"
"2023-12-30T17:52:00.000+04:00","52.45"
"2023-12-30T22:56:00.000+04:00","53.53846153846154"
"2023-12-31T04:00:00.000+04:00","53.45945945945946"
"2023-12-31T09:04:00.000+04:00","109.075"
"2023-12-31T14:08:00.000+04:00","59.17142857142857"
"2023-12-31T19:12:00.000+04:00","53.970588235294116"
"2024-01-01T00:16:00.000+04:00","60.6875"
"2024-01-01T05:20:00.000+04:00","58.583333333333336"
"2024-01-01T10:24:00.000+04:00","49.111111111111114"
"2024-01-01T15:28:00.000+04:00","57.725"
"2024-01-01T20:32:00.000+04:00","60.39393939393939"
"2024-01-02T01:36:00.000+04:00","56.5625"
"2024-01-02T06:40:00.000+04:00","58.8235294117647"
"2024-01-02T11:44:00.000+04:00","51.078947368421055"
"2024-01-02T16:48:00.000+04:00","47.351351351351354"
"2024-01-02T21:52:00.000+04:00","68.56756756756756"
"2024-01-03T02:56:00.000+04:00","58.39393939393939"
"2024-01-03T08:00:00.000+04:00","51.80487804878049"
"2024-01-03T13:04:00.000+04:00","72"
"2024-01-03T18:08:00.000+04:00","46.04255319148936"
"2024-01-03T23:12:00.000+04:00","57.271186440677965"
"2024-01-04T04:16:00.000+04:00","64.87878787878788"
"2024-01-04T09:20:00.000+04:00","83.46218487394958"
"2024-01-04T14:24:00.000+04:00","33.25316455696203"
"2024-01-04T19:28:00.000+04:00","36.98076923076923"
"2024-01-05T00:32:00.000+04:00","31.55056179775281"
"2024-01-05T05:36:00.000+04:00","43.505376344086024"
"2024-01-05T10:40:00.000+04:00","32.5531914893617"
"2024-01-05T15:44:00.000+04:00","43.45614035087719"
"2024-01-05T20:48:00.000+04:00","50.208333333333336"
"2024-01-06T01:52:00.000+04:00","53.97727272727273"
"2024-01-06T06:56:00.000+04:00","69.25"
"2024-01-06T12:00:00.000+04:00","53.317460317460316"
"2024-01-06T17:04:00.000+04:00","42.55172413793103"
"2024-01-06T22:08:00.000+04:00","47.654545454545456"
"2024-01-07T03:12:00.000+04:00","38.473684210526315"
"2024-01-07T08:16:00.000+04:00","46"
"2024-01-07T13:20:00.000+04:00","26.571428571428573"
"2024-01-07T18:24:00.000+04:00","20.446428571428573"
"2024-01-07T23:28:00.000+04:00","16.24561403508772"
"2024-01-08T04:32:00.000+04:00","68.99038461538461"
"2024-01-08T09:36:00.000+04:00","98.78523489932886"
"2024-01-08T14:40:00.000+04:00","24.59776536312849"
"2024-01-08T19:44:00.000+04:00","29.18888888888889"
"2024-01-09T00:48:00.000+04:00","30.462962962962962"
"2024-01-09T05:52:00.000+04:00","71.86764705882354"
"2024-01-09T10:56:00.000+04:00","35.87786259541985"
"2024-01-09T16:00:00.000+04:00","40.026785714285715"
"2024-01-09T21:04:00.000+04:00","31.633663366336634"
"2024-01-10T02:08:00.000+04:00","29.33695652173913"
"2024-01-10T07:12:00.000+04:00","77.41007194244604"
"2024-01-10T12:16:00.000+04:00","82.02564102564102"
"2024-01-10T17:20:00.000+04:00","30.228571428571428"
"2024-01-10T22:24:00.000+04:00","25.946236559139784"
"2024-01-11T03:28:00.000+04:00","78.72566371681415"
"2024-01-11T08:32:00.000+04:00","216.3987341772152"
"2024-01-11T13:36:00.000+04:00","173.46511627906978"
"2024-01-11T18:40:00.000+04:00","25.372549019607842"
"2024-01-11T23:44:00.000+04:00","29.49484536082474"
"2024-01-12T04:48:00.000+04:00","36.81553398058252"
"2024-01-12T09:52:00.000+04:00","18.180722891566266"
"2024-01-12T14:56:00.000+04:00","17.45205479452055"
"2024-01-12T20:00:00.000+04:00","18.419753086419753"
"2024-01-13T01:04:00.000+04:00","20.08219178082192"
"2024-01-13T06:08:00.000+04:00","46.206896551724135"
"2024-01-13T11:12:00.000+04:00","29.514018691588785"
"2024-01-13T16:16:00.000+04:00","30.49514563106796"
"2024-01-13T21:20:00.000+04:00","24.08490566037736"
"2024-01-14T02:24:00.000+04:00","26.02020202020202"
"2024-01-14T07:28:00.000+04:00","46.632075471698116"
"2024-01-14T12:32:00.000+04:00","27.108695652173914"
"2024-01-14T17:36:00.000+04:00","60.956896551724135"
"2024-01-14T22:40:00.000+04:00","53.50925925925926"
"2024-01-15T03:44:00.000+04:00","95.79824561403508"
"2024-01-15T08:48:00.000+04:00","212.6691176470588"
"2024-01-15T13:52:00.000+04:00","105.97333333333333"
"2024-01-15T18:56:00.000+04:00","27.50526315789474"
"2024-01-16T00:00:00.000+04:00","28.814432989690722"
"2024-01-16T05:04:00.000+04:00","122.43548387096774"
"2024-01-16T10:08:00.000+04:00","169.8904109589041"
"2024-01-16T15:12:00.000+04:00","41.43076923076923"
"2024-01-16T20:16:00.000+04:00","25.5"
"2024-01-17T01:20:00.000+04:00","21.675"
"2024-01-17T06:24:00.000+04:00","111.07894736842105"
"2024-01-17T11:28:00.000+04:00","176.03649635036496"
"2024-01-17T16:32:00.000+04:00","53.00787401574803"
"2024-01-17T21:36:00.000+04:00","23.85"
"2024-01-18T02:40:00.000+04:00","50.60655737704918"
"2024-01-18T07:44:00.000+04:00","208.3370786516854"
"2024-01-18T12:48:00.000+04:00","144.49358974358975"
"2024-01-18T17:52:00.000+04:00","23.34426229508197"
"2024-01-18T22:56:00.000+04:00","20.721311475409838"
"2024-01-19T04:00:00.000+04:00","27.784615384615385"
"2024-01-19T09:04:00.000+04:00","23.897196261682243"
"2024-01-19T14:08:00.000+04:00","24.401785714285715"
"2024-01-19T19:12:00.000+04:00","23.83703703703704"
"2024-01-20T00:16:00.000+04:00","19.954128440366972"
"2024-01-20T05:20:00.000+04:00","21.294117647058822"
"2024-01-20T10:24:00.000+04:00","25.423728813559322"
